Term,DocID,Positions
gener,17,"[61, 260, 720, 1613, 3224, 4123, 4242, 4901, 4994, 5712, 5715, 5790, 5908]"
gener,18,"[222, 824, 864, 1023, 1092, 1095, 1430, 1484, 1801, 2002, 2604, 2753, 2970, 3475]"
gener,2,"[100, 408, 581, 2020, 2096, 2142, 2868, 3066, 4225, 6035]"
gener,21,"[775, 1284, 1773, 1821, 1844, 2054, 2845, 3323, 3818, 3837, 4808, 4996]"
gener,22,"[432, 596, 659, 817, 1491, 2821, 3974, 6184, 8266, 8900, 8999]"
gener,23,"[36, 341, 577, 679, 838, 918, 970, 1111, 1125]"
gener,24,"[466, 2038, 2220]"
gener,25,"[266, 778]"
gener,26,"[1050, 1067, 1096, 1173, 1398, 1623, 1675, 1728, 1781, 1792, 1946, 3758, 5044, 6169, 6255, 6839, 7075]"
gener,3,"[806, 816, 1339, 1832, 1939, 1975, 2395, 2411]"
gener,7,"[629, 769, 802, 1346, 1396, 1495, 1876, 1889, 1906, 1997, 2353, 2553, 3404, 4277, 4462, 4477, 4592, 4678, 5293, 5843, 5889, 6008, 6135, 6276, 6303, 6370, 6391, 6399, 6551, 6557, 6561, 7141, 7201, 7349, 7473, 7583, 7913, 8372, 8757, 8909, 8913, 8927, 9022, 9635, 10088, 10158, 10404, 10437, 10496, 10513, 10568, 10572, 11813, 12545, 12781, 12847, 13293, 13303, 13403, 13569, 13714, 13721, 13728, 13730, 13754, 13767, 13793, 13835, 14204, 15228, 15279, 15498, 15663, 15688, 16392, 16452, 16481, 16508, 16561, 16569, 17201, 17569, 17702, 17828, 18946, 18994, 19955, 20210, 21077, 21948, 22450, 22473, 22491, 22509, 22526, 22571, 22573, 22586, 22603, 22749, 23413, 23674, 23800, 24393, 24442, 24745, 24954, 25087, 25152, 25171]"
gener,8,"[17, 729, 1157, 1203, 1212, 1217, 1242, 1277, 1286, 1295, 1394, 1414, 1591, 1739, 2223, 2715, 3256, 3662, 4415]"
gener,9,[975]
protect,1,"[316, 7374, 7391, 9140, 9487]"
protect,16,[7579]
protect,3,[818]
protect,7,"[13405, 13583, 15621, 15673, 15700, 15761, 16402, 16410, 16852, 17810, 18300, 18395, 18971, 19397, 24956]"
protect,8,[2808]
gdpr,1,"[318, 3733, 9504]"
gdpr,2,[1571]
gdpr,3,[821]
gdpr,7,[13407]
stipul,1,[319]
right,1,"[320, 329, 354, 2693, 3401, 3513, 7305, 7308, 8752, 9478]"
right,12,"[115, 263]"
right,17,"[168, 2336]"
right,18,"[1268, 1623, 1831]"
right,2,"[860, 910, 1574, 1602, 4155, 4845, 5729, 5730]"
right,3,"[830, 1733, 2365]"
right,7,"[11996, 13397, 13400, 15036, 16775, 17765, 19692, 21032, 24660, 24661, 24947]"
right,9,"[87, 443, 834, 1817]"
obtain,1,"[321, 1363, 3557, 5719]"
obtain,12,"[1281, 1309, 2769, 3065, 3076, 3511, 3751, 4094, 4115, 4131, 4240, 4290, 5251, 6351, 6492, 6506, 6557, 7237, 7725]"
obtain,13,[1475]
obtain,14,[1475]
obtain,15,"[3420, 4083, 4282, 5194]"
obtain,16,"[143, 1933, 1999, 2061, 2413, 2884, 3619, 3715]"
obtain,2,"[1720, 1904, 2219, 2248]"
obtain,21,"[1054, 3215]"
obtain,22,"[848, 1731, 1870, 2087, 2245, 2943, 4342, 4383, 4547, 7240, 7439, 7576, 8609, 8935, 9162]"
obtain,23,"[867, 1450]"
obtain,24,"[766, 988, 1296, 1483, 1665, 2067, 2226]"
obtain,25,[615]
obtain,26,"[1361, 1727, 1856, 1919, 2023, 2137, 2192, 2205, 2427, 2793, 3301, 3503, 3770, 4051, 4190, 4303, 4444, 4488, 4496, 4532, 4710, 4748, 4917, 5083, 5171, 5179, 5695, 5783, 6055, 6092, 6113, 6230, 6234, 6248, 6260, 6304]"
obtain,7,"[591, 5155, 8390, 10259, 10290, 12941]"
meaning,1,"[322, 5623, 6384, 6979]"
meaning,16,[1193]
meaning,2,"[2924, 2999, 4804]"
meaning,7,"[724, 10780, 12731, 20961]"
meaning,9,[744]
inform,1,"[323, 886, 981, 2590, 3373, 3464, 3586, 3595, 3899, 4092, 4107, 4310, 5064, 5460, 5466, 5749, 5846, 5853, 6479, 6722, 6738, 6775, 7541, 7549, 7626, 7649, 7865, 7894, 8108, 8278, 8533, 8678]"
inform,11,[730]
inform,12,"[1147, 2004, 2014, 2276, 4543, 7310, 7434, 9722, 11438, 13228]"
inform,13,"[2237, 2261]"
inform,14,"[2237, 2261]"
inform,15,[3649]
inform,16,"[243, 744, 1000, 1090, 2424, 2449, 2452, 2474, 2486, 2512, 2517, 2535, 2818, 2867, 2871, 3309, 4490, 5423, 5942, 6438, 6615, 6925, 7162, 7319, 7577, 7879, 8016, 8632, 8743, 8826, 9162]"
inform,17,"[1026, 5733, 5964]"
inform,18,[3405]
inform,2,"[108, 533, 1320, 1333, 1448, 1681, 1780, 1805, 1919, 1927, 2056, 2278, 2425, 2496, 3707, 3975, 4291, 4882, 5326, 5524]"
inform,21,"[674, 1102, 1207, 1231, 1241, 1379, 1435, 1501, 1566, 1720, 1964, 2266, 2965, 2976, 3058, 3475, 3497, 3525, 3780]"
inform,22,"[613, 681, 757, 1283, 1717, 2750, 2761, 2765, 2873, 2899, 2916, 2981, 3023, 3251, 3269, 3334, 3341, 3351, 3365, 3371, 3466, 3483, 4436, 4459, 4465, 4474, 4485, 4497, 4558, 6824, 6934, 7089, 7232, 7293, 7427, 7525, 8635, 8638, 8647, 8678, 8720, 8722, 9187, 9359, 9420, 9536, 10292, 10607, 10677, 10761, 11527, 11694, 11851]"
inform,24,"[28, 289, 307, 501, 865, 2035, 2119, 2186, 2442, 2461, 2511, 2578, 2593, 2648, 2673, 2703, 2817]"
inform,25,"[2731, 2734, 2753, 2945, 3310, 3477]"
inform,26,"[157, 673, 893, 7022, 7141, 7220, 7522]"
inform,3,"[1862, 2348]"
inform,7,"[378, 397, 609, 1280, 1676, 2029, 2869, 3286, 3319, 3341, 3354, 3376, 3450, 5990, 6539, 6950, 7191, 8148, 9244, 10507, 10530, 10708, 10784, 11295, 11537, 11757, 12000, 13015, 13562, 13591, 13602, 13822, 13959, 14023, 14157, 14269, 15198, 15358, 16186, 16654, 17017, 17040, 17189, 17200, 17230, 17294, 17317, 17419, 17594, 17630, 17672, 17684, 17823, 17827, 17840, 18100, 18189, 18291, 18434, 18469, 18709, 18744, 19774, 20195, 20455, 20505, 20826, 21247, 21402, 21974, 22197, 22303, 22758, 22774, 22791, 22913, 22966, 22979, 23027, 23362, 23450, 23678, 23952, 24077, 24172, 24233, 24488, 24619, 24743, 24851, 25111, 25216, 25567, 25613, 25769, 25784, 25792, 25807, 25821, 25837, 25851, 25858, 25925, 25938, 26043]"
inform,8,"[12, 200, 415, 1420, 2325, 2632, 2810, 3626, 3648, 4018, 4507]"
inform,9,"[212, 1078, 1335]"
about,1,"[324, 462, 1212, 1551, 1870, 1919, 1982, 1989, 2744, 2776, 3178, 4093, 4112, 4273, 4446, 4775, 6300, 6831, 7007]"
about,12,"[218, 4145, 4458, 10703, 12887, 12946]"
about,13,[172]
about,14,[172]
about,15,[5661]
about,16,"[689, 707, 745, 833]"
about,17,"[289, 1117, 1502, 2128, 2187, 3072, 3637, 4456, 5069, 5231, 5377]"
about,18,"[733, 1773]"
about,2,"[109, 825, 1449, 1667, 1810, 1928, 2016, 2057, 2330, 2426]"
about,21,"[441, 1403, 3623, 3812]"
about,22,"[2668, 4175, 5777, 9188, 9425, 10005, 10150]"
about,25,"[981, 2513]"
about,26,"[901, 982, 5386, 6747]"
about,7,"[237, 1401, 2080, 3342, 3355, 3451, 3966, 4067, 4175, 6540, 6951, 7843, 8865, 10139, 10531, 10709, 11032, 13418, 13556, 14024, 14161, 14270, 15042, 15212, 16187, 16306, 16857, 17327, 17595, 17829, 17841, 18601, 18745, 18845, 19039, 19050, 19471, 22290, 23168]"
about,8,[1244]
about,9,"[571, 1326, 1372]"
logic,1,"[325, 1526, 2076, 2404, 4889, 4929, 5306, 5318, 5332, 6818, 7061, 7662, 8009, 8034, 8796]"
logic,2,[4597]
logic,3,[460]
logic,7,"[11200, 21011, 24111, 24132, 24168, 24925]"
logic,8,[3582]
involv,1,"[326, 6731]"
involv,12,"[286, 682, 4306, 8108, 8814]"
involv,15,"[64, 435, 2725, 3637, 4770, 5015, 5054, 5389, 5858]"
involv,16,"[4061, 4296, 5599]"
involv,22,"[1417, 4849, 8287]"
involv,24,[1515]
involv,26,[2092]
involv,7,"[2223, 3066, 3119, 3506, 3535, 4540, 5084, 5138, 5302, 5347, 6753, 9404, 13455, 14729, 14767, 15503, 18892, 19399]"
commonli,1,"[327, 699, 5654]"
commonli,12,"[1402, 3700, 6932, 7898]"
commonli,15,"[1486, 4957]"
commonli,16,"[1991, 2645, 2965]"
commonli,21,[3594]
commonli,22,[9330]
commonli,24,"[888, 2020]"
commonli,26,[69]
commonli,7,"[1575, 14865]"
commonli,8,[903]
con,1,"[332, 1877, 4243, 6553, 7948]"
con,12,[855]
con,15,"[5123, 5354, 5888, 6127]"
con,16,"[736, 787, 1864, 2266, 2279, 4971, 5757, 6971]"
con,17,"[59, 258, 2388, 2533, 3529, 3784, 4295]"
con,18,"[1202, 1239, 2936, 3081]"
con,21,"[1766, 3384, 4223]"
con,22,[3176]
con,24,[2380]
con,25,[3200]
con,26,"[432, 489, 761, 778, 789, 798, 2547]"
con,3,[692]
con,7,"[959, 1201, 1282, 2031, 2870, 2953, 3402, 3407, 3418, 3452, 3684, 6644, 11381, 13419, 13444, 13480, 13539, 13704, 13848, 13935, 13957, 14124, 14423, 14551, 17105, 18281, 19507, 20444, 23608, 23752]"
con,8,"[973, 1491, 1553]"
sumer,1,[333]
affect,1,"[334, 3408, 6417, 8087]"
affect,12,[5350]
affect,15,"[2760, 4859]"
affect,16,[6009]
affect,21,[4219]
affect,22,"[348, 8398]"
affect,25,[425]
affect,26,"[2904, 3250]"
affect,7,"[472, 2853, 2878, 2888, 2895, 2901, 3202, 3480, 4711, 6609, 10723, 15699, 16773, 22056]"
affect,8,[2661]
affect,9,"[506, 514]"
automat,1,"[337, 2965, 4950]"
automat,12,"[2373, 2434, 9254, 9911, 10043, 10283, 10406, 10628, 10650, 11545]"
automat,13,[3855]
automat,14,[3855]
automat,15,"[9, 630, 680, 706, 739, 807, 1603, 1657, 1807, 1895, 1915, 1923, 1961, 2221, 2500, 3219, 3352, 4260, 4418, 4512, 4563, 4696, 5106, 5416, 5474, 5528, 5684, 5761, 5837, 5914, 5934, 5969, 6006, 6027, 6065, 6345, 6795, 6824, 6939]"
automat,16,[7839]
automat,17,"[356, 405, 746, 5093, 5122, 5246, 5280, 5283, 5437]"
automat,18,"[686, 1199, 1626, 1738, 2032]"
automat,2,"[965, 5556]"
automat,21,"[4280, 4873]"
automat,22,"[213, 6776]"
automat,25,[3512]
automat,26,[7333]
automat,7,"[7900, 9987, 10421, 21879, 23638, 24478]"
automat,8,"[1602, 2233]"
parliament,1,"[339, 9134]"
council,1,"[340, 9135]"
council,3,[2540]
equip,1,"[344, 1590]"
equip,15,[7292]
equip,16,"[5503, 8738]"
explanatori,1,"[348, 958, 2262, 2351, 2472, 2487, 2489, 2670, 2691, 8719, 8808]"
explanatori,12,"[8423, 9914]"
explanatori,3,"[478, 497, 1784, 1817, 1940, 1976, 2606]"
explanatori,7,"[4869, 14691, 14698, 14763, 18278, 20600]"
explanatori,9,[1444]
capabl,1,"[349, 1661, 1859, 1935, 2185, 2686, 5206, 6170, 6334]"
capabl,12,[10850]
capabl,16,[1249]
capabl,21,[3158]
capabl,22,[5653]
capabl,24,[271]
capabl,25,[1869]
capabl,26,[7275]
capabl,3,[2503]
capabl,7,"[422, 427, 1807, 2938, 5205, 5308, 5894, 8373, 8928, 9388, 13532, 14626, 16595, 16678, 16693, 17792]"
capabl,8,"[645, 4549]"
not,1,"[350, 559, 880, 1041, 1659, 2113, 2146, 2740, 3294, 3445, 3448, 3614, 5016, 5132, 5457, 5620, 5718, 6278, 6295, 6413, 6647, 6673, 6762, 6783, 6806, 6976, 7108, 7422, 9483]"
not,11,"[92, 538, 549, 586, 770]"
not,12,"[328, 373, 398, 406, 409, 497, 962, 1004, 1058, 1207, 2043, 2255, 2260, 2348, 3528, 3887, 3895, 4039, 4092, 4995, 5050, 5606, 6097, 6362, 6635, 6760, 6831, 7080, 7212, 7224, 7307, 7708, 7751, 8046, 8068, 8114, 13289]"
not,13,"[176, 680, 1422, 3360]"
not,14,"[176, 680, 1422, 3360]"
not,15,"[48, 78, 562, 1140, 1326, 1670, 2071, 2216, 2504, 3125, 3264, 3573, 4516, 5362, 5492, 5507, 5646, 5730, 5768, 5812, 5825]"
not,16,"[882, 1197, 1201, 1581, 1636, 2119, 2412, 2709, 3962, 4233, 4409, 5585, 5726, 5767, 5927]"
not,17,"[453, 461, 511, 529, 535, 544, 627, 662, 669, 680, 709, 868, 1030, 1131, 1137, 1322, 1788, 1855, 1895, 2134, 2151, 2302, 2441, 2788, 2837, 3245, 3357, 3452, 3497, 3903, 4009, 4300, 4608, 4614, 4846, 4927, 4968, 5015, 5160, 5285, 5313, 5394]"
not,18,[2256]
not,2,"[105, 128, 189, 427, 444, 609, 645, 666, 741, 821, 874, 1022, 1070, 1108, 1246, 1299, 1330, 1392, 1626, 2350, 2528, 2555, 2742, 2912, 3041, 3173, 3178, 3203, 3499, 3599, 3880]"
not,21,"[3022, 3520, 3808, 4024]"
not,22,"[278, 492, 555, 942, 1291, 2336, 2999, 3009, 3296, 3407, 3644, 3744, 4050, 4836, 5249, 5725, 6003, 6025, 6397, 6436, 6450, 6458, 8087, 8101, 8397, 8564, 9474, 9542, 9819, 9979, 10001, 10034, 10043, 10097, 10202]"
not,23,"[152, 300, 677, 902, 1186, 1463, 1472, 1610, 1745]"
not,24,"[251, 673, 787, 1970, 2202, 2343, 2344]"
not,25,"[135, 187, 234, 267, 729, 847, 918, 931, 975, 1085, 1143, 1178, 1618, 1622, 1778, 1793, 1984, 2064, 2150, 2483, 2492, 2895, 2921, 3087, 3103, 3115]"
not,26,"[104, 867, 1041, 1364, 2861, 2903, 3767, 4039, 4844, 4923, 6373, 6383, 6387, 6874]"
not,3,"[347, 486, 499, 984, 1050, 1138, 1531, 1648, 1864, 1875, 2054, 2201]"
not,7,"[150, 582, 589, 635, 881, 1084, 1936, 2311, 2343, 2942, 2975, 3007, 3025, 3111, 3149, 3252, 3299, 3307, 3437, 3442, 3639, 4043, 4100, 4117, 4190, 4202, 4308, 4381, 4543, 5170, 5230, 5324, 5361, 5454, 5573, 5651, 6739, 6920, 6990, 7069, 7341, 7931, 8193, 8520, 8761, 9438, 9937, 10081, 11084, 11117, 11208, 11646, 11688, 12143, 12280, 12326, 12411, 12423, 12531, 12678, 12750, 12863, 12999, 13039, 13103, 13124, 13300, 13436, 14012, 14238, 14245, 14915, 15031, 15120, 15153, 15315, 15583, 15904, 15919, 16033, 16245, 16933, 18048, 18192, 18254, 18398, 18436, 18572, 18591, 18632, 18714, 18793, 18804, 21036, 21379, 22286, 22766, 24952]"
not,8,"[880, 1863, 2422, 3655]"
not,9,"[16, 253, 328, 536, 652, 666, 673, 827, 964, 1091, 1174, 1205, 1325, 1330, 2178]"
limit,1,"[351, 5139, 5149, 5741, 6331]"
limit,11,"[203, 384]"
limit,12,"[432, 2132, 3881, 4313, 5320, 7617, 12907]"
limit,13,[1580]
limit,14,[1580]
limit,15,"[616, 689, 1317, 1335, 1886, 1947, 2637, 3338, 3544, 3949, 4404, 4809, 4879, 5402, 5672, 5674, 5985, 6781, 7337]"
limit,16,"[93, 1736]"
limit,17,"[3428, 5356]"
limit,18,[3252]
limit,2,"[3963, 4045]"
limit,21,"[109, 504, 4092, 4324]"
limit,22,"[2984, 6692, 6707, 8056, 8917, 9480, 9856, 10148]"
limit,23,"[473, 940, 1248, 1692, 1764, 2059]"
limit,24,"[757, 807, 1696]"
limit,25,"[473, 959, 988, 1635, 2097, 2547, 3150, 3578]"
limit,26,"[677, 868, 1327, 1365, 1971, 2582, 3123, 3733, 4420, 4966, 5319, 5433, 5797, 6182, 6641, 7475, 7564]"
limit,7,"[766, 5615, 14742, 15859, 19675, 25672]"
limit,8,"[841, 1648, 1871, 2542, 2548, 2633, 2797]"
limit,9,"[256, 403]"
issu,1,"[352, 3604, 5101, 6707]"
issu,11,[514]
issu,12,"[38, 289, 391, 2734, 4173, 4413, 4677, 4882, 5262, 5340, 5968, 6044, 6691, 7862, 8684, 11032, 12657]"
issu,13,[1]
issu,14,[1]
issu,15,"[2940, 4921, 5013, 5069]"
issu,16,"[928, 972, 1561, 1612, 2835, 3035, 5317]"
issu,2,[5789]
issu,21,[1240]
issu,22,"[381, 862, 5310, 7948, 9587, 9833]"
issu,26,"[380, 1430, 1462, 1490]"
issu,3,[1088]
issu,7,"[1489, 1511, 2555, 3687, 8384, 9427, 12156, 13851, 14871, 15738, 18663, 19041, 19143, 24415]"
issu,8,"[474, 2559, 2652, 2802]"
though,1,[357]
though,12,"[2796, 3560]"
though,15,[5437]
though,18,[715]
though,21,"[1096, 3403]"
though,22,"[488, 5454, 9828, 9862]"
though,26,[416]
though,3,[1028]
though,7,"[15493, 16276]"
also,1,"[359, 415, 1049, 1154, 1365, 1544, 1613, 1667, 1829, 2089, 2154, 3593, 3747, 4157, 4457, 4726, 4849, 5291, 5462, 5591, 5632, 5981, 6248, 6405, 6989, 7402, 7427, 7530]"
also,11,"[122, 194, 221, 375, 424, 512]"
also,12,"[68, 384, 858, 930, 1144, 1344, 1474, 1724, 2031, 2050, 2134, 2920, 3107, 3277, 3503, 4552, 4814, 5192, 6031, 6100, 6116, 6403, 6438, 6652, 6741, 7076, 7492, 7791, 7999, 8043, 8156, 8389, 8584, 8655, 8698, 8781, 8908, 8989]"
also,13,"[82, 955, 1627, 1682, 3368]"
also,14,"[82, 955, 1627, 1682, 3368]"
also,15,"[409, 704, 1096, 1100, 1117, 1198, 1300, 1940, 2706, 2888, 3331, 4375, 4526, 4581, 4723, 4885, 5296, 5499, 5729, 6136, 6162]"
also,16,"[133, 926, 1015, 1058, 1429, 1754, 2988, 3218, 4373, 4732, 5000, 5036, 5055, 5217, 5380, 5431, 5449, 5465, 5478, 5526, 5537, 5646, 5956]"
also,17,"[146, 160, 205, 373, 568, 786, 1934, 2196, 2204, 2429, 2950, 3253, 3416, 3723, 3897, 4321, 4656, 4720, 4885, 4962, 5034, 5418]"
also,18,"[502, 659, 1292, 1464, 1486, 2225, 2267, 2301, 2357]"
also,2,"[200, 382, 461, 846, 1269, 1294, 1313, 1560, 2363, 2421, 2739, 2755, 2955, 3642, 4287]"
also,21,"[64, 1571, 1818, 2027, 2539, 2798, 2999, 3054, 3186, 3254, 3826, 4044, 4159]"
also,22,"[111, 356, 1277, 1300, 1457, 1490, 1563, 2462, 3007, 3149, 3189, 3244, 3328, 3452, 3921, 4042, 4049, 4188, 4600, 4800, 5029, 5109, 5417, 6155, 6215, 6631, 7217, 7453, 8003, 8131, 9356, 9395, 9406, 9585, 9591, 9897, 10096]"
also,23,"[40, 66, 168, 309, 620, 916, 1556, 1757]"
also,24,"[263, 444, 791, 1441, 1963, 2216, 2362]"
also,25,"[126, 510, 1097, 1300, 1917, 2014, 2574, 2706, 3106, 3182]"
also,26,"[83, 108, 162, 579, 728, 1577, 1888, 2878, 3025, 3101, 3144, 3155, 3259, 4727, 5497, 5518, 5694, 7270]"
also,3,"[1037, 1658]"
also,7,"[323, 1040, 1248, 1375, 1546, 1801, 2180, 3189, 3242, 3668, 3755, 3777, 3926, 4028, 4386, 4473, 4973, 5525, 5533, 5557, 5568, 5598, 6174, 6300, 6440, 6669, 6820, 6896, 6942, 7263, 7354, 7973, 8012, 8558, 8768, 9213, 9347, 9579, 10618, 11213, 11547, 11683, 12134, 13111, 13120, 13172, 13852, 14021, 14077, 14229, 14346, 15000, 15023, 15078, 15083, 15161, 15193, 15290, 15347, 15398, 15607, 15999, 16027, 16304, 16324, 16656, 16805, 16819, 16849, 16996, 17006, 17775, 17786, 18205, 18622, 18895, 18927, 19383, 19405, 19551, 19605, 19620, 22134]"
also,8,"[1003, 1476, 2428]"
also,9,"[836, 1210, 1274, 1363]"
requir,1,"[360, 2376, 4098, 5597, 6073, 6482, 6720, 6800, 7450, 7465]"
requir,11,"[283, 701]"
requir,12,[8400]
requir,13,[2777]
requir,14,[2777]
requir,15,"[243, 499, 1790, 1935, 3714, 5215]"
requir,16,"[215, 2422, 3264, 3469, 3614, 3940, 4471, 5362]"
requir,18,"[2078, 2105]"
requir,2,"[647, 682, 1261, 1632, 1707, 1803, 2711, 3881, 3943]"
requir,22,"[309, 2641, 5267, 8049, 8377, 8822, 9042, 9057, 9842, 9847]"
requir,23,"[44, 646, 1720]"
requir,24,[758]
requir,25,"[1144, 1189]"
requir,26,[668]
requir,3,[2186]
requir,7,"[461, 606, 876, 2103, 2789, 2946, 3089, 4059, 4108, 5162, 5317, 6182, 7954, 8312, 8338, 12520, 13387, 14316, 14401, 14493, 14546, 14597, 14675, 14701, 14809, 15399, 16879, 18722, 19010, 19159, 19501]"
requir,8,"[196, 652]"
requir,9,[623]
design,1,"[362, 963, 2217, 2647, 5163, 6713, 9375]"
design,12,"[5489, 7161, 10989]"
design,13,"[1061, 1076, 1188, 3202]"
design,14,"[1061, 1076, 1188, 3202]"
design,15,"[68, 120, 126, 718, 754, 769, 783, 1152, 1422, 1515, 1601, 1604, 1617, 1785, 2756, 4643, 4659, 4693, 4774, 4798, 4839, 4857, 4864, 4898, 4960, 4970, 4974, 4995, 5025, 5029, 5031, 5053, 5075, 5097, 5112, 5122, 5127, 5139, 5181, 5186, 5191, 5295, 5303, 5432, 5479, 5498, 5525, 5535, 5617, 5649, 5683, 5731, 5739, 5759, 5887, 5928, 5980, 6020, 6044, 6126]"
design,16,"[3494, 4365, 4511, 4565, 4591, 4611, 4673, 4688, 6993]"
design,18,"[143, 317, 356, 698, 700, 1080, 1655, 2064, 2385, 2583]"
design,2,"[1518, 3511, 3569]"
design,21,"[1034, 1524, 1626, 1670, 1680, 1702, 1882, 2001, 2053, 2207, 2228, 2283, 2295, 2502, 2540, 2559, 2895, 2961, 3229, 3394, 3426, 3511, 3528, 3625, 3731, 4162, 4197, 4257, 4313]"
design,22,"[350, 597, 660, 1209, 1497, 7736, 8073, 9060]"
design,23,"[130, 1911]"
design,24,[2608]
design,25,[1991]
design,26,"[188, 714, 1011, 1434, 1448, 5232, 5343, 5392]"
design,3,"[425, 512, 658, 663, 767]"
design,7,"[463, 686, 1087, 1265, 2399, 2415, 3743, 3791, 4312, 6028, 6310, 6414, 6976, 6985, 7042, 7183, 8104, 9872, 9919, 10117, 11401, 11767, 12562, 12866, 14408, 14456, 14555, 14650, 15344, 15646, 16417, 16747, 17555, 18478, 19648, 19750, 20294, 20375, 24323, 24815, 24870, 25313, 25474]"
design,9,[2218]
enhanc,1,"[364, 6752, 8644]"
enhanc,12,[4608]
enhanc,16,"[8194, 8315, 8748, 9539]"
enhanc,2,[5685]
enhanc,21,"[2632, 3880, 4967]"
enhanc,22,[11102]
enhanc,26,[1845]
enhanc,3,[77]
enhanc,7,"[4317, 11347, 11355, 11486, 17701, 18199, 20636, 23161]"
enhanc,8,"[122, 1929]"
robust,1,"[366, 7049]"
robust,12,"[139, 1156, 3317, 3339, 8270, 8285, 10383, 10788, 12220]"
robust,15,"[1728, 6016, 6121, 6474, 7032, 7074]"
robust,16,"[937, 1150, 2652, 6221]"
robust,18,[151]
robust,2,"[337, 1255, 2270, 4786]"
robust,21,"[158, 527, 3387, 3428, 3439, 3461, 5468, 5491, 5519, 5560]"
robust,22,"[1117, 4217, 4225, 4246, 7388, 8715, 10568, 11045, 11427, 11563, 11607, 12021]"
robust,24,"[564, 2433, 2848, 2941]"
robust,25,[786]
robust,26,"[2046, 6485, 6529, 6566]"
robust,7,"[708, 1203, 3405, 11229, 13511, 15472, 16549, 16566, 17238, 22099, 23611, 25007, 25342, 25376, 25699]"
robust,8,[1313]
enabl,1,"[367, 2390, 5408, 5473, 9605]"
enabl,18,"[1161, 1187, 2352]"
enabl,2,"[49, 3146]"
enabl,22,[4810]
enabl,24,[1583]
enabl,7,"[794, 1988, 3621, 4596, 12616]"
enabl,8,"[43, 135, 2538, 2867]"
diagnost,1,"[368, 1867, 8444]"
diagnost,11,"[306, 343, 692, 738, 958, 979]"
diagnost,15,[7278]
diagnost,7,[22278]
diagnost,8,"[123, 1612, 1652, 2391, 4418]"
diagnost,9,"[171, 183]"
prevent,1,[369]
prevent,11,[702]
prevent,12,[2625]
prevent,16,"[2402, 3183, 4194, 4201, 4218, 4222, 6889]"
prevent,17,"[671, 2943, 3437, 3514, 4425, 4767]"
prevent,7,"[10675, 21657]"
prevent,8,[4264]
bia,1,[370]
bia,12,"[876, 10123, 12385]"
bia,16,"[1964, 2368, 2591, 2786, 2795, 2907, 3445]"
bia,17,[2738]
bia,21,"[1359, 1692, 1751, 1781, 1797, 2141, 3894, 3943]"
bia,22,"[5587, 5599, 5629, 5631]"
bia,25,[801]
bia,3,[1154]
bia,7,"[340, 702, 3494, 15691, 15795, 15830, 15836, 15841, 15874, 15887, 15899, 16044, 16065, 16128, 16155, 16330, 16337, 16361, 16367, 16442, 16511, 21232, 22138, 23089]"
unfair,1,[371]
unfair,7,"[3515, 15719, 15733, 16542, 17853, 25583, 25587]"
discrimin,1,"[372, 9019]"
discrimin,18,[2601]
discrimin,2,[3552]
discrimin,22,"[536, 1005, 4413, 4435, 4464, 4473, 4484, 4496, 4573, 4580, 4628, 4647, 7251, 11766, 12077]"
discrimin,24,"[315, 372, 461, 681, 828, 870, 1538, 1587, 1852, 1857, 2481, 2552, 2890]"
discrimin,26,"[3948, 6708]"
discrimin,7,"[756, 2803, 6972, 7683, 10066, 10471, 11075, 13983, 14821, 15124, 15614, 15656, 15792, 16170, 16427, 16722, 17849, 21168, 25611]"
discrimin,8,"[1137, 1143]"
well,1,"[373, 549, 702, 1888, 2255, 3102, 4589, 5134, 5227, 5345, 7144, 8491]"
well,12,"[952, 3280, 3800, 5099, 5288, 6053, 7528, 8274, 11198]"
well,13,"[145, 536, 1428, 3176]"
well,14,"[145, 536, 1428, 3176]"
well,15,"[794, 1843, 2547, 2772, 2923, 3575, 3857, 4519, 5831]"
well,16,"[1576, 1583, 2870, 3019, 7406]"
well,17,"[749, 1943, 3293, 4243, 4302, 4334]"
well,18,"[550, 2042]"
well,2,"[1042, 2785, 3906, 6153]"
well,21,"[108, 2779, 2850, 3024, 4942, 4946]"
well,22,"[9544, 9981]"
well,23,[1268]
well,25,"[82, 600, 871, 2052, 2696, 3073]"
well,26,"[735, 2680, 2805, 3614, 7287]"
well,7,"[809, 1074, 2506, 7325, 12297, 12734, 12765, 12902, 15037, 19088, 19247, 19586, 20185, 20943, 21285, 24709]"
well,8,"[706, 1382]"
well,9,"[401, 978]"
allus,1,[377]
whyandhow,1,[378]
made,1,"[380, 390, 1248, 1609, 2077, 2818, 2835, 2985, 3230, 3556, 4655, 6212]"
made,12,"[86, 4144, 4249, 8321, 8387]"
made,15,"[5259, 6079]"
made,16,"[1337, 1428, 1799, 2660, 2850, 4161, 4930]"
made,18,"[90, 137, 976, 2358]"
made,2,"[358, 3390, 3893, 4190]"
made,21,"[128, 466, 962]"
made,22,[279]
made,23,[434]
made,24,[2378]
made,26,[7271]
made,3,[141]
made,7,"[204, 1113, 1797, 2330, 3803, 3887, 8957, 9360, 11003, 11644, 12511, 12515, 12930, 13108, 13114, 13899, 13917, 14420, 16913, 17370, 17578, 19358]"
made,9,[885]
be,1,"[381, 552, 4373]"
be,11,"[496, 539, 545, 582]"
be,12,"[8437, 8738]"
be,13,[1358]
